"id","名前","種類","性別","年齢（登録時）","体重","毛色","避妊・去勢","マイクロチップ","ワクチン接種","ひとこと","健康状態","性格","保護された経緯","写真ファイルパス"
"569","くんた","ゴールデン・レトリーバー","オス（♂）","0歳6ヵ月（2014年03月23日登録）","14kg","ゴールド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/569/"
"570","スクルト","その他の犬種、ミックス","オス（♂）","0歳3ヵ月（2014年03月23日登録）","1kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/570/"
"571","めいた","ゴールデン・レトリーバー","オス（♂）","0歳6ヵ月（2014年03月23日登録）","16kg","ゴールド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/571/"
"572","レイトン","ボストン・テリア","オス（♂）","1歳8ヵ月（2014年03月23日登録）","3.5kg","ボストンカラー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/572/"
"573","ピッピ","ミニチュア・ダックスフンド","メス（♀）","推定5歳（2014年03月23日登録）","5kg","ブルータン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/573/"
"574","タダスケ","トイ・プードル","オス（♂）","0歳3ヵ月（2014年03月23日登録）","1kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/574/"
"577","ウール","その他の犬種、ミックス","メス（♀）","0歳3ヵ月（2014年03月29日登録）","6.5kg","クリーム","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/577/"
"578","ティノ","ミニチュア・ピンシャー","メス（♀）","0歳5ヵ月（2014年03月29日登録）","2.5kg","ブラックタン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/578/"
"579","ナガリ","ヨークシャー・テリア","メス（♀）","推定5歳（2014年03月30日登録）","4.5kg","スチールブルータン","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/579/"
"582","トロ","柴","オス（♂）","0歳2ヵ月（2014年03月30日登録）","1.5kg","黒","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/582/"
"583","ルチア","チワワ","メス（♀）","0歳4ヵ月（2014年03月30日登録）","1.5kg","ブラックタンホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/583/"
"586","モフリ","チワワ","オス（♂）","0歳2ヵ月（2014年03月30日登録）","1kg","フォーンホワイト","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/586/"
"589","ピオ","パピヨン","オス（♂）","0歳9ヵ月（2014年04月04日登録）","3.8kg","白茶","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/589/"
"594","ナッキー","ビーグル","メス（♀）","0歳6ヵ月（2014年04月04日登録）","7kg","ハウンドカラー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/594/"
"599","ドニ","ボストン・テリア","オス（♂）","0歳6ヵ月（2014年04月05日登録）","6kg","ボストンカラー","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/599/"
"600","ルネ","トイ・プードル","オス（♂）","0歳3ヵ月（2014年04月05日登録）","1.2kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/600/"
"607","つつみ","ラブラドール・レトリーバー","メス（♀）","推定4歳（2014年04月09日登録）","20kg","ブラック","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/607/"
"613","くるり","チワワ","オス（♂）","推定3歳（2014年04月11日登録）","3kg","パーティ","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/613/"
"617","ノッコ","トイ・プードル","メス（♀）","推定4歳（2014年04月11日登録）","3.5kg","アプリコット","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/617/"
"622","ジョン","ミニチュア・ダックスフンド","オス（♂）","推定5歳（2014年04月16日登録）","5kg","レッド","未","有","済","お気軽にお問い合わせください。","","","当院ではやむ得ない理由や様々な経緯で保護した子の里親さん探しに力を入れております。","./img/622/"
